data/354.binpsllh,C0B99E673E7E9052
data/aa_rokasA4.binpsllh,C18381D286C13294
data/aa_rokasA8.binpsllh,C174654CD49DEF08
data/dna_PeteD8.binpsllh,C19191F13E206A51
data/dna_rokasD1.binpsllh,C16840ADF608BE3A
data/dna_rokasD4.binpsllh,C150F1FDA4A3D14D
data/dna_rokasD7.binpsllh,C19B72506FC09067
data/fusob.binpsllh,C0C37B57721E5D72
data/multi100.binpsllh,C0DE408235095FA1
data/prim.binpsllh,C0B64D0131608EB4
